"gene","CTR:provisioned_egg","TBT:provisioned_egg","cluster","condition","control","estimate"
"116925602",0.253496866186946,0.511964635308419,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925692",-1.14092044832339,1.42699652600108,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925717",-0.264957642019826,1.69637802797108,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925753",-0.404462779383271,1.42703942018324,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925836",-1.33147160191455,1.21444682342284,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925935",-0.653030803697071,1.1258217524757,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925940",-1.30853839160145,1.66750734202916,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925941",-1.65789995450388,1.06583109733592,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925994",-1.94360382636352,1.14732399655634,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116925995",-1.33098438131732,1.21034837477302,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926003",-1.82514911814042,1.24919644929031,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926013",0.210302730088086,0.964676778873012,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926022",-0.175178103263624,1.29499642605768,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926049",-1.12685420538711,1.49191898567786,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926068",-0.288476982357865,0.968664815946958,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926080",0.0947561380631646,1.26224594605744,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926190",-0.85769588768331,1.2516687243328,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926203",-1.77349712586649,0.833640074310498,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926213",-1.10107956860344,0.30508025129002,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926265",-2.26856946027208,1.17703905495486,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926306",-0.914478834187913,1.50424948304712,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926387",-1.04529480842068,1.22757641039836,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926424",-1.23691150341443,0.862396230849862,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926562",0.114761536500324,0.341358176339008,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926645",-1.26746489731844,1.36588442220257,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926648",-1.32468987979881,1.22961452876186,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926649",-0.876617711947877,1.37017760511706,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926651",-1.62684326062456,1.32499029905726,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926709",-1.51283407777459,1.48730830542229,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926763",-2.24658337958885,1.06044803582026,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926777",-1.80910685650702,1.1219972342871,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926816",-0.595578509949057,1.29954605397687,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926830",-0.322033504389497,1.44453031768195,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926831",-0.446416915671129,1.46491712047551,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116926843",-0.202085529668391,1.30332712770316,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927027",-0.725905109179929,1.88637950544405,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927095",-1.22503594854796,1.39501626611983,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927211",-2.18736147187289,0.788348534588089,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927255",-1.13742664112667,0.316466470497482,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927303",-1.21802737721935,1.28954870081224,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927330",-0.789911909606747,1.46465953360933,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927336",-1.56965661888237,1.47658273198757,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927338",-1.73899261457271,1.41072973779355,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927339",-1.9420998653861,1.26722994999048,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927361",-1.25966131690926,1.50779237955149,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927399",-0.833968353996212,0.303408184787611,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927453",-0.680700481500441,1.58700392865048,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927469",-1.74029506128957,1.17206703094247,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927482",-1.4870415265072,1.53939057096544,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927501",-1.38602875468374,0.770483806819031,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927571",-1.23963551783979,1.57487133820785,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927769",-1.07947174013684,1.45355097947721,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927831",-2.13545720081439,0.601643699417028,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927846",-1.49699445819456,1.06614416493406,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927888",-0.840716457240906,1.51519644300082,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927907",-1.72633346561481,1.25564316661614,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927913",-1.4500683870799,0.551409402692453,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927944",-1.07181836967974,1.32051116880159,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116927996",-1.13393770457618,1.26298255672886,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928015",-1.56400473410162,1.36597200112405,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928019",-0.143924855232701,0.319983826230264,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928032",-1.46674206088194,1.22738282038465,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928072",-0.91096214667848,1.30634226936222,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928102",-1.54039769854605,0.978102532746854,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928166",-1.7704313820856,1.53534495438817,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928255",-0.96703499301087,0.97216810135293,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928258",-1.28062194534675,0.895407699985194,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928342",-1.33564888961353,0.729698712551504,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928346",-0.999621708141934,0.864969126700936,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928347",0.199558171755158,1.22039796163658,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928375",-1.91118750754436,0.976809239581726,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928432",-1.67013463051544,0.695619859989204,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928835",-1.82523891980179,-0.507840369733282,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116928949",-1.6901825240681,1.06260811359188,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929001",-1.72989793738333,0.876188547847479,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929017",-1.18228427300121,0.931928567369008,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929024",-1.57031787465219,0.930865181622033,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929026",-1.18381215146505,0.684275970850157,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929029",-1.30858251061669,0.891541132655628,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929033",-1.51852863641683,0.863986345359104,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929047",-0.523699198834322,0.139910798133472,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929086",-1.16449851559283,0.192648232891911,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929144",-1.67854667296638,1.18528043733478,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929145",-1.85990584641721,1.01364804298883,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929159",-2.10311671570883,0.513147411372229,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929166",-2.13567526336503,0.856812065504946,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929167",-2.13849198651456,0.950511072431249,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929169",-2.03133039937725,0.629345141015134,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929174",-2.17545135903051,0.54398926609086,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929191",-1.62958853032807,1.02838916668495,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929194",-1.39406480733227,0.632993316368763,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929316",-1.02736622009596,1.6326165130558,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929335",-1.95946455381408,0.779357336924964,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929338",-1.41712699391764,1.1042574175071,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929376",-0.774333260545,1.25331014475459,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929440",-2.37318221596773,0.411548117315627,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929472",-1.30197098276836,1.1376299930809,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929480",-0.592602783610523,1.48116079247678,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929495",-0.802118988379655,1.17543994145081,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929716",-1.23617987712541,1.536035006743,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929750",-0.771787994908762,1.0337722297587,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929837",-1.38972922376676,1.32465592465022,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929963",-1.92969266793604,1.2412069305353,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929991",-0.986364512852773,1.60019753565371,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116929992",-1.85711599537317,1.02344068619231,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930021",-2.17549712815102,0.977429514943171,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930136",-1.26383970785166,1.32114151199917,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930210",-2.02650736039331,1.14222825086881,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930216",0.209149049404948,0.857839196272174,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930219",-1.19804753826419,1.73631643475668,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930223",-0.360669470426661,0.928833017818463,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930284",-0.784111737376288,-0.0080708809179636,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930292",-1.44067138738765,1.10997476188913,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930362",-1.99823803164731,0.916685356708511,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930449",-1.09678955333616,1.2518020309931,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930570",-0.716880471529738,0.159231283584144,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930625",0.0397492205650862,0.845591006015494,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930636",-1.31465860592484,1.48272805532663,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930688",-1.94936033313589,0.876017924149664,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930752",0.687393543220161,1.0083863806111,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116930930",-1.62771811302875,0.639569973530601,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931039",-1.4785081834046,1.18392929215613,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931093",-1.56816183550064,1.22346174063703,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931135",-1.02683924260114,1.07636056586666,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931277",-1.27834269032119,0.942004326024154,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931288",-0.877368400387655,1.30188695707178,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931367",-0.674447759799057,1.29375798585975,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931382",-0.428939151533808,0.546556175885173,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931406",-1.14083257148967,0.783940411011818,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931429",-0.821582881932152,0.62206356274625,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931531",-1.86805188654643,1.17405742480439,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931534",-1.67141412723406,1.33033352802011,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931569",-0.763590982593367,1.28245815135357,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931679",-1.31868746996171,0.772150967733037,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931889",-1.53639577780092,1.27263653759481,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116931894",-0.648475212200571,1.16863233965099,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932055",-1.84754094524501,0.94146571934236,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932142",-1.70772480575596,1.15499436113498,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932310",-1.56547450443021,0.638381580499752,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932403",-1.56643507735735,1.39418941280535,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932764",-1.30692901684062,1.43442512308121,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932765",-1.54132590835368,1.29914595556881,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932769",-0.662322672590817,1.50368421281083,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932816",-0.342113464884516,0.493606729976514,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932838",-0.625464437658469,1.34189294458941,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932914",-1.84294716843032,1.17316704290976,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116932960",-1.97823325926334,1.14125643174057,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933014",-1.25069421005747,1.54102979211902,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933043",-0.607640635042948,1.1789626219295,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933111",-1.45240807332972,1.49982785144094,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933123",-1.73355177690789,1.11114047857012,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933126",-1.89399435317428,1.14937209557704,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933229",-0.164209444267771,1.64156687890334,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933236",-1.90809858881915,1.0283728501362,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933254",-1.68547053635211,0.659883499788111,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933380",-1.29326752121852,-0.891943873214285,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933406",-0.957600459718908,0.456348814726781,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933498",-2.12805810683203,0.934086811662815,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933504",-2.28665832504762,0.80345673299923,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933702",-1.8038777289184,1.00361251948874,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933776",-2.22540195329789,0.651617139656387,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933951",-1.53104532840417,0.99377054956889,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116933989",-2.06345351453046,0.61626456341776,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934015",-2.16720281205195,1.0760430682509,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934062",-1.20305233453933,1.33598471634177,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934186",-1.24397116587501,1.42156841865966,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934194",-1.10448193565291,1.28788408588729,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934248",-0.55491868544545,0.811755469786083,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934318",-1.10924470605625,-0.282490790159063,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934335",-1.10296718308162,1.35741950685084,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934336",-1.20143844365022,1.08358515341721,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934347",-0.598576887109212,0.424279557314095,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934731",-0.35393396412474,0.0243797065197137,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116934801",-1.48547548167931,0.832521524270669,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935009",-2.17608055140426,0.596491495188987,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935033",0.184778551591873,1.12459528388849,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935074",-1.20103759215662,0.99265015704151,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935075",-0.75921885675794,0.408713732837875,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935078",-1.70327237470283,1.15092858916838,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935222",-1.97437361401282,0.870115182857132,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935344",-1.26594221521614,1.5848020649953,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935401",-1.74741891847929,0.0919291135952299,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935940",-0.807225416701293,1.24274504777667,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116935974",-1.22530055205103,1.64854594358194,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936041",0.899837187682469,0.926278336018935,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936073",-1.25909281633019,1.21562909830463,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936122",-1.56017066208715,1.2772064638489,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936216",-0.37410444452146,0.973916130998975,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936363",-1.77852202594475,1.36781094135315,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936394",-0.726106576601087,1.20570934677942,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936412",-1.89783495218694,1.11621492746437,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936425",-1.58849046740388,0.550487763463518,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
"116936531",-2.23463350323675,0.762296557421369,"1","TBT:provisioned_egg","CTR:provisioned_egg",2.20570079602529
